source,published_at,provider,publisher_location,url,id,war_related,type_risk,negativity,risk_order,llm_confidence,IO_V1_1,IO_V1_2,IO_V1_3,IO_V1_4,IO_V1_5,IO_V1_6,IO_V1_7,IO_V1_8,IO_V1_9,IO_V1_10,IO_V1_11,IO_V1_12,IO_V1_13,IO_V1_14,IO_V1_15,IO_V1_16,IO_V1_17,IO_V1_18,IO_V1_19,IO_V1_20,IO_V1_21,IO_V1_22,IO_V1_23,IO_V1_24,IO_V1_25,IO_V1_26,IO_V1_27,IO_V1_28,IO_V1_29,IO_V1_30,IO_V1_31,IO_V1_32,IO_V1_33,IO_V1_34,IO_V1_35,IO_V1_36,IO_V1_37,IO_V1_38,IO_V1_39,IO_V1_40,IO_V1_41,IO_V1_42,IO_V1_43,IO_V1_44,IO_V1_45,IO_V1_46,IO_V1_47,IO_V1_48,IO_V1_49,IO_V1_50
gdelt,26/02/2026 04:00,iranpressnews.com,,https://iranpressnews.com/source/245305.htm,6e7d3e51421543e4,1,Diplomatic,0.184,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,26/02/2026 04:00,iranpressnews.com,,https://iranpressnews.com/source/245306.htm,586b533508ed2933,1,Economic,0.024,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47005427,0.0,0.0,0.0,0.0,0.0,0.25487424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05554732,0.0,0.0,0.04984867,0.16967548,0.0,0.0,0.0,0.0,0.0
gdelt,26/02/2026 04:15,news.gooya.com,,https://news.gooya.com/2026/02/post-106912.php,9282ff7be7ca093e,1,Military,0.049,,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,26/02/2026 04:15,news.gooya.com,,https://news.gooya.com/2026/02/post-106904.php,c3d1b3d2935e11cc,1,Military,0.049,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51168407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48831593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,26/02/2026 04:15,news.gooya.com,,https://news.gooya.com/2026/02/post-106911.php,09655026464b7dc0,1,Cyber,0.049,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,26/02/2026 04:15,news.gooya.com,,https://news.gooya.com/2026/02/post-106907.php,9d9a6b9205fdf263,1,Diplomatic,0.033,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3416686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1400184,0.0,0.51831299,0.0,0.0,0.0,0.0,0.0
gdelt,26/02/2026 04:15,news.gooya.com,,https://news.gooya.com/2026/02/post-106906.php,b97f9a4e056ce87b,1,Military,0.183,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07504921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33619281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09235406,0.0,0.0,0.20123467,0.0,0.0,0.03627287,0.0,0.0,0.05800589,0.11079953,0.0,0.09009095,0.0,0.0,0.0
gdelt,26/02/2026 04:15,news.gooya.com,,https://news.gooya.com/2026/02/post-106901.php,0f0c9f3848f56d35,1,Military,0.13,first_order,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,26/02/2026 04:15,news.gooya.com,,https://news.gooya.com/2026/02/post-106903.php,2c5aefc1be356877,1,Diplomatic,0.292,,0.99,0.0292379,0.0,0.0,0.0,0.0,0.0,0.0,0.04677542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04245968,0.01925529,0.0,0.0,0.0,0.0,0.0575609,0.07620385,0.03781128,0.05704997,0.0,0.04711848,0.0595095,0.04297003,0.0812014,0.08435688,0.04148719,0.0,0.08109834,0.08150255,0.04868786,0.06571348
gdelt,26/02/2026 05:30,negaheiraniannews.ir,Iran,https://negaheiraniannews.ir/%D8%A8%D8%B3%D8%AA%D9%87-%D9%BE%DB%8C%D8%B4%D9%86%D9%87%D8%A7%D8%AF%DB%8C-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D8%A8%D9%87-%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7-%D8%AA%D8%AD%D9%88%DB%8C%D9%84-%D8%B4%D8%AF,5f609e0c30152876,1,Diplomatic,0.175,,0.99,0.0,0.07167099,0.13373866,0.0,0.0,0.0695749,0.08471891,0.0,0.03801486,0.0,0.0,0.0,0.0,0.01630414,0.0,0.0995629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24958273,0.0,0.02500632,0.05408079,0.0,0.0,0.1198043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00975043,0.0082857,0.0,0.0,0.0,0.0,0.01990436,0.0
gdelt,26/02/2026 06:00,negaheiraniannews.ir,Iran,https://negaheiraniannews.ir/%D8%A7%D8%AF%D8%A7%D9%85%D9%87-%D8%A7%D8%B9%D8%AA%D8%B1%D8%A7%D8%B6%D8%A7%D8%AA-%D8%AF%D8%A7%D9%86%D8%B4%D8%AC%D9%88%DB%8C%DB%8C-%D9%85%D8%B4%D8%B1%D9%88%D8%B7-%D8%B4%D8%AF,74cdcdc82bc7dccf,1,Military,0.132,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56807459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06606069,0.0,0.0,0.0,0.20178974,0.0,0.16407498,0.0,0.0,0.0
gdelt,26/02/2026 06:45,mdeast.news,,https://mdeast.news/2026/02/26/%D8%A7%D8%AF%D8%B9%D8%A7%DB%8C-%D9%86%D9%87%D8%A7%D8%AF%D9%87%D8%A7%DB%8C-%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%D8%A7%D8%AA%DB%8C-%D8%A7%D9%85%D8%B1%DB%8C%DA%A9%D8%A7-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D8%A8/,308ce9c7640bdf31,1,Military,0.097,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09052494,0.0,0.1844783,0.0,0.0,0.0,0.0,0.0,0.29629256,0.0,0.0,0.0,0.0,0.0,0.14374603,0.02857116,0.0,0.0,0.16911321,0.0872738,0.0,0.0,0.0,0.0,0.0
gdelt,26/02/2026 07:15,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/2/25/6436647,bc41053804171b51,1,Economic,0.441,,0.99,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,26/02/2026 08:00,news.gooya.com,,https://news.gooya.com/2026/02/post-106921.php,12b57b93f96b1250,1,Diplomatic,0.206,first_order,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,26/02/2026 08:15,negaheiraniannews.ir,Iran,https://negaheiraniannews.ir/%DA%A9%D8%A7%D9%85%D8%A7%D9%84%D8%A7-%D9%87%D8%B1%DB%8C%D8%B3-%D9%88%D8%B6%D8%B9%DB%8C%D8%AA-%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7-%D9%82%D9%88%DB%8C-%D9%86%DB%8C%D8%B3%D8%AA,4732159a3998e9f5,1,Economic,0.099,,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17157424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16729046,0.0,0.0,0.15012798,0.51100732,0.0,0.0,0.0,0.0,0.0
gdelt,26/02/2026 08:45,mdeast.news,,https://mdeast.news/2026/02/26/%D9%BE%D8%B2%D8%B4%DA%A9%DB%8C%D8%A7%D9%86-%D9%81%D8%AA%D9%88%D8%A7%DB%8C-%D8%B1%D9%87%D8%A8%D8%B1-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D8%AF%D8%B1%D8%A8%D8%A7%D8%B1%D9%87-%D8%B3%D9%84%D8%A7%D8%AD-%D9%87/,0b3eace2ea5ae3c1,1,Nuclear,0.21,,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09275042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01823448,0.47896138,0.0,0.14954082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08945004,0.01777921,0.0,0.0,0.01595523,0.05430859,0.0,0.08301983,0.0,0.0,0.0
gdelt,26/02/2026 09:00,afghanpaper.com,,http://www.afghanpaper.com/nbody.php?id=178935,cf3838b789614bf5,1,Maritime,0.279,,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11826398,0.0,0.0,0.0,0.07258021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02140275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14553329,0.0,0.0,0.0,0.0,0.0,0.18041322,0.17895099,0.19144878,0.09140679,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,26/02/2026 09:00,kar-online.com,,https://kar-online.com/112469/,dfcec33f4cc6af33,1,Military,0.065,,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13094512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19552862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16113845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04075021,0.13386558,0.0,0.0,0.33777202,0.0,0.0,0.0
gdelt,26/02/2026 09:00,kar-online.com,,https://kar-online.com/author/grayzone/,25b20cc394d1d2ed,1,Economic,0.274,,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09968715,0.0,0.0,0.0,0.30450549,0.0,0.59580736,0.0,0.0,0.0
gdelt,26/02/2026 09:15,news.gooya.com,,https://news.gooya.com/2026/02/post-106918.php,645529a8147d997c,1,Economic,0.147,,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72208822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27791178,0.0,0.0,0.0,0.0,0.0
gdelt,26/02/2026 09:15,news.gooya.com,,https://news.gooya.com/2026/02/post-106913.php,6461be15c1e1c2e2,1,Diplomatic,0.065,,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06423454,0.0,0.0,0.0,0.27354748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06263076,0.0,0.0,0.05620542,0.5433818,0.0,0.0,0.0,0.0,0.0
gdelt,26/02/2026 10:45,mdeast.news,,https://mdeast.news/2026/02/26/%D8%A7%D8%B2%D8%B3%D8%B1%DA%AF%DB%8C%D8%B1%DB%8C-%D8%B5%D8%A7%D8%AF%D8%B1%D8%A7%D8%AA-%DA%AF%D8%A7%D8%B2-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D8%A8%D9%87-%D8%B9%D8%B1%D8%A7%D9%82-%D9%BE%D8%B3-%D8%A7%D8%B2/,4cc98518891f3c53,1,Economic,0.075,first_order,0.98,0.05403311,0.0,0.0,0.0,0.22058084,0.0,0.0,0.0,0.0,0.0,0.0,0.04769916,0.0,0.0,0.0,0.0,0.04719544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469509,0.03082495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0527156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,26/02/2026 11:00,negaheiraniannews.ir,Iran,https://negaheiraniannews.ir/%D8%AE%D8%A8%D8%B1-%D8%AF%D8%B1%D8%AE%D9%88%D8%A7%D8%B3%D8%AA-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%AA%D9%88%D9%82%D9%81-%D9%85%D8%B0%D8%A7%DA%A9%D8%B1%D9%87-%D8%B5%D8%AD%D8%AA-%D8%AF%D8%A7%D8%B1%D8%AF,0c688f4c575243ea,1,Diplomatic,0.167,,0.95,0.0,0.08333854,0.1555104,0.0,0.0,0.08090123,0.0,0.0,0.04420342,0.07391318,0.0,0.0,0.0,0.01895835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2902131,0.0,0.02907718,0.06288477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11688288,0.0,0.0,0.0,0.0,0.01133774,0.00963456,0.0,0.0,0.0,0.0,0.02314465,0.0
gdelt,26/02/2026 11:00,negaheiraniannews.ir,Iran,https://negaheiraniannews.ir/%D9%81%D9%88%D8%B1%DB%8C-%DB%B5%DB%B9-%D8%AF%D8%B1%D8%B5%D8%AF-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-%D8%B3%D8%AF%D9%87%D8%A7%DB%8C-%DA%A9%D8%B4%D9%88%D8%B1-%D8%AE%D8%A7%D9%84%DB%8C-%D9%85%D8%A7%D9%86%D8%AF,bfa965cf3c430fd7,1,Economic,0.181,,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0572275,0.27566711,0.0,0.0,0.0,0.5078452,0.0,0.12392706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03533313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,26/02/2026 12:00,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/2/26/6436933,12c34fa4711ed1bb,1,Military,0.245,,0.99,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,26/02/2026 12:00,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/2/26/6436932,1fae8b4ba37e0e38,1,Military,0.214,,0.99,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,26/02/2026 12:15,mdeast.news,,https://mdeast.news/2026/02/26/%D8%B1%D8%A7%DB%8C%D8%B2%D9%86%DB%8C-%D9%85%D8%B4%D8%A7%D9%88%D8%B1-%D8%A7%D9%85%D9%86%DB%8C%D8%AA-%D9%85%D9%84%DB%8C-%D8%B9%D8%B1%D8%A7%D9%82-%D8%A8%D8%A7-%D8%B3%D9%81%DB%8C%D8%B1-%D8%A7%DB%8C-2/,1544309bab973a0d,1,Diplomatic,0,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13582202,0.0,0.0,0.2397764,0.41488348,0.0,0.10573163,0.10378647,0.0,0.0
gdelt,26/02/2026 13:00,hra-news.org,,https://www.hra-news.org/articles/a-1529/,313021b3f023619f,1,Military,0.115,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13515046,0.0,0.0,0.27022112,0.28159315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20971741,0.0,0.0,0.10331786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,26/02/2026 13:30,mdeast.news,,https://mdeast.news/2026/02/26/%D9%88%D9%82%D9%81%D9%87-%D9%88-%D8%AA%D9%86%D9%81%D8%B3-%D8%AF%D8%B1-%D9%85%D8%B0%D8%A7%DA%A9%D8%B1%D8%A7%D8%AA-%D9%87%D8%B3%D8%AA%D9%87%D8%A7%DB%8C-%DA%98%D9%86%D9%88/,7d4b9e80d084a4bb,1,Diplomatic,0,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17039096,0.0,0.0,0.06453211,0.52047814,0.0,0.24459879,0.0,0.0,0.0
gdelt,26/02/2026 14:30,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/2/25/6436757,c1602a098aac3d64,1,Diplomatic,0,,0.99,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,26/02/2026 14:30,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/2/26/6436871,96958156ba82fdf7,1,Military,0,,0.99,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,26/02/2026 14:30,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/2/26/6436850,48ec0caa3ca8b810,1,Military,0,,0.99,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,26/02/2026 14:30,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/2/25/6436831,1127944639d7dd80,1,Diplomatic,0.267,,0.99,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,26/02/2026 14:30,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/2/25/6436719,f9230d55d3d0b07b,1,Military,0.424,,0.99,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,26/02/2026 14:30,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/2/25/6436790,3c9ea3cf67d7d27f,1,Military,0.284,,0.95,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,26/02/2026 14:30,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/2/25/6436780,c1cb72b848e74870,1,Economic,0,first_order,0.95,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,26/02/2026 14:30,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/2/25/6436781,113406bfcb751d68,1,Military,0,,0.95,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,26/02/2026 14:30,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/2/25/6436598,f061136332102419,1,Nuclear,0.222,,0.95,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,26/02/2026 14:30,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/2/25/6436691,52300e4777eceeac,1,Diplomatic,0,,0.95,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,26/02/2026 14:30,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/2/26/6436873,d0c4078357a1d138,1,Military,0.243,,0.95,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,26/02/2026 14:30,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/2/25/6436827,7939657fd7965a53,1,Economic,0.215,first_order,0.95,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
